,Unnamed: 0,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
2532,0,Matt Skelton,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967",0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0
2533,0,Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.25,0.46,4.03,0.48,0.6,0.5,0.59,2.0
2534,0,Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
2535,0,Douglas Silva de Andrade,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985",3.92,0.36,4.08,0.61,0.89,0.57,0.68,0.0
2536,0,Genki Sudo,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2
2537,0,Siala Siliga,"6' 1""",290 lbs.,--,Orthodox,"Oct 08, 1970",1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0
2539,0,Antonina Shevchenko,"5' 8""",125 lbs.,--,Southpaw,"Nov 20, 1984",8.73,0.66,1.67,0.46,0.0,0.0,0.83,0.0
2540,0,Chael Sonnen,"6' 1""",205 lbs.,"74""",Southpaw,"Apr 03, 1977",3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
2541,0,Daisuke Sugie,"5' 6""",160 lbs.,--,Orthodox,--,0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3
2542,0,Iliarde Santos,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 25, 1980",3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0
2545,0,Sean Salmon,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0
2546,0,Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",1.99,0.46,1.42,0.63,0.0,0.0,0.62,0.0
2547,0,Yuki Sasaki,"6' 2""",185 lbs.,--,Orthodox,"Sep 12, 1976",1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0
2548,0,Chris Sanford,"5' 11""",185 lbs.,--,Orthodox,"Mar 12, 1968",0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5
2549,0,Mike Seal,"6' 4""",185 lbs.,--,Orthodox,--,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0
2550,0,Josh Stansbury,"6' 2""",205 lbs.,"74""",,"Nov 19, 1984",3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
2552,0,Samy Schiavo,"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975",1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9
2553,0,Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
2554,0,Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.86,0.27,5.94,0.5,0.13,0.06,0.58,0.4
2555,0,Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
2556,0,Alex Schoenauer,"6' 3""",185 lbs.,--,Orthodox,"May 05, 1976",1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9
2558,0,Will Santiago,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983",1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0
2559,0,Tyler Stinson,"6' 3""",170 lbs.,--,,"Jan 17, 1986",2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5
2560,0,Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1
2561,0,Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1
2562,0,Bobby Southworth,"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969",0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
2563,0,Nick Sperling,--,135 lbs.,--,,--,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0
2564,0,Hayato Sakurai,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3
2565,0,Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0
2566,0,Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",3.64,0.35,3.67,0.63,0.39,0.25,0.54,0.8
2567,0,Jay Silva,"6' 2""",185 lbs.,--,Southpaw,--,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0
2568,0,Ivan Salaverry,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5
2569,0,Antonio Schembri,"5' 9""",205 lbs.,--,Orthodox,"Jun 01, 1974",0.72,0.26,2.12,0.55,1.31,0.4,0.0,0.4
2570,0,Sean Soriano,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",3.15,0.61,2.31,0.52,1.27,0.42,0.55,0.0
2572,0,Amar Suloev,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
2573,0,Shunichi Shimizu,"5' 5""",135 lbs.,"66""",Orthodox,"Jan 31, 1985",0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0
2574,0,Martin Svensson,"6' 1""",155 lbs.,"72""",,"Apr 25, 1985",2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0
2575,0,Tarec Saffiedine,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
2576,0,Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0
2577,0,Jonathan Santa Maria,"5' 9""",125 lbs.,--,,--,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0
2578,0,Ryan Spann,"6' 5""",205 lbs.,"81""",Orthodox,"Aug 24, 1991",7.32,0.55,14.63,0.23,0.0,0.0,1.0,21.9
2579,0,Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5
2580,0,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.92,0.34,3.35,0.51,2.55,0.34,0.46,0.8
2583,0,Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",1.63,0.43,3.35,0.56,0.0,0.0,0.75,0.0
2584,0,Art Santore,"6' 2""",185 lbs.,--,,"Oct 26, 1972",1.4,0.12,7.31,0.52,0.0,0.0,1.0,0.0
2585,0,Jason Suttie,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,0.83,4.97,0.36,0.0,0.0,0.0,0.0
2586,0,Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.3,0.4,2.64,0.61,1.14,0.25,0.86,0.5
2587,0,Rob Sinclair,"5' 8""",155 lbs.,--,,"Feb 20, 1980",1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0
2589,0,Clifford Starks,"6' 0""",185 lbs.,"77""",Orthodox,"Apr 25, 1981",1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
2590,0,Joaquim Silva,"5' 8""",155 lbs.,"69""",,"Feb 05, 1989",3.07,0.33,3.2,0.64,0.0,0.0,0.65,0.3
2591,0,Chris Spang,"6' 2""",170 lbs.,--,Orthodox,"Nov 26, 1987",1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9
2592,0,Chris Saunders,"5' 8""",155 lbs.,--,,"Mar 11, 1986",1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0
2593,0,Colleen Schneider,--,135 lbs.,--,,--,2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0
2595,0,Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0
2596,0,Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1
2597,0,Andre Santos,"6' 0""",170 lbs.,--,,--,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0
2600,0,Rosi Sexton,"5' 3""",135 lbs.,"63""",Orthodox,"Jul 16, 1977",3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0
2603,0,Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4
2604,0,Antonio Silva,"6' 4""",264 lbs.,"80""",Orthodox,"Sep 14, 1979",2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
2605,0,Leo Sylvest,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973",0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0
2607,0,Emiliano Sordi,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991",4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3
2610,0,Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987",3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0
2611,0,Wes Sims,"6' 10""",260 lbs.,--,Orthodox,"Aug 04, 1979",0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3
2613,0,Ulka Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.12,0.4,2.53,0.5,3.14,0.43,0.37,1.2
2614,0,Denis Stojnic,"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0
2615,0,Mike Stumpf,"5' 10""",170 lbs.,"71""",,"Aug 01, 1986",3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8
2616,0,Andrew Sanchez,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",4.81,0.49,5.16,0.47,3.56,0.44,1.0,0.0
2617,0,Zach Skinner,"5' 6""",145 lbs.,--,Orthodox,--,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0
2618,0,Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",3.92,0.42,2.53,0.54,1.56,0.6,0.7,2.6
2619,0,Pete Spratt,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3
2620,0,Kim In Seok,"5' 6""",145 lbs.,--,Orthodox,--,0.87,0.37,5.19,0.6,0.0,0.0,0.0,0.0
2621,0,Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0
2622,0,Lucas Stark,--,155 lbs.,--,,--,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0
2623,0,Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9
2624,0,Yukio Sakaguchi,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973",0.3,0.25,2.4,0.5,4.5,1.0,0.0,9.0
2625,0,Ivan Serati,"6' 0""",205 lbs.,--,Orthodox,--,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0
2626,0,Wade Shipp,"6' 3""",245 lbs.,--,Orthodox,"Feb 09, 1975",4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0
2627,0,Paulo Cesar Silva,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963",0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4
2628,0,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",2.73,0.4,3.23,0.71,8.0,0.61,0.69,0.5
2629,0,Gerald Strebendt,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979",0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4
2631,0,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.15,0.49,3.27,0.62,1.19,0.52,0.6,0.5
2632,0,George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6
2633,0,Augusto Sakai,"6' 3""",255 lbs.,--,,"May 19, 1991",4.04,0.4,2.6,0.59,0.0,0.0,1.0,0.0
2634,0,Kenneth Seegrist,"6' 0""",185 lbs.,--,Orthodox,--,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4
2635,0,Bentley Syler,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 22, 1982",1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0
2637,0,Brandon Saling,"5' 10""",170 lbs.,--,,"Jan 28, 1986",2.88,0.4,6.08,0.2,0.0,0.0,0.57,0.0
2638,0,Brendan Seguin,"6' 0""",185 lbs.,--,,"Jul 03, 1976",2.6,0.45,0.6,0.84,5.0,0.62,1.0,0.0
2641,0,Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.37,0.5,3.77,0.51,0.24,0.4,0.72,1.1
2642,0,Alexander Shlemenko,"5' 11""",185 lbs.,--,,"May 20, 1984",4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0
2643,0,Diego Saraiva,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7
2644,0,Carl Seumanutafa,"6' 1""",255 lbs.,--,Orthodox,--,0.0,0.0,3.33,0.75,0.0,0.0,0.0,0.0
2646,0,Pat Schilling,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 28, 1988",1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0
2647,0,Ray Sefo,"6' 0""",240 lbs.,--,Orthodox,"Feb 15, 1971",0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0
2648,0,Ray Seraille,"6' 3""",246 lbs.,--,,--,5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0
2649,0,Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2
2650,0,Valentina Shevchenko,"5' 5""",125 lbs.,"67""",Southpaw,"Mar 07, 1988",3.31,0.52,2.38,0.57,1.82,0.54,0.73,0.5
2654,0,Xavier Siller,"5' 5""",125 lbs.,--,,"Jun 06, 1994",1.02,0.36,1.53,0.57,3.83,1.0,0.0,0.0
2655,0,Alex Soto,"5' 8""",135 lbs.,"71""",Southpaw,"Feb 15, 1984",2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0
2656,0,Cristina Stanciu,"5' 3""",115 lbs.,"64""",Orthodox,"Mar 29, 1994",2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7
2657,0,Katsuyori Shibata,"6' 0""",168 lbs.,--,Orthodox,"Nov 17, 1979",2.06,0.35,2.4,0.53,0.49,0.5,0.53,0.7
2658,0,Marc Stevens,"5' 9""",155 lbs.,--,,--,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0
2659,0,Semmy Schilt,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973",1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1
2660,0,Daniel Straus,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
2663,0,Maurice Smith,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961",0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9
2664,0,Louis Smolka,"5' 9""",125 lbs.,"68""",Orthodox,"Jul 16, 1991",3.88,0.45,3.39,0.52,1.6,0.34,0.31,2.2
2665,0,Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0
2666,0,Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
2667,0,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.13,0.51,3.64,0.55,0.46,0.33,0.62,0.5
2669,0,Takenori Sato,"5' 10""",170 lbs.,"71""",Southpaw,"Jun 08, 1985",0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0
2671,0,Bobby Sanchez,"5' 7""",155 lbs.,--,Orthodox,--,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2673,0,Rafael Silva,"5' 7""",135 lbs.,--,,"Mar 20, 1985",0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0
2674,0,Jean Silva,"5' 6""",160 lbs.,--,Orthodox,"Oct 08, 1977",0.73,0.22,2.93,0.52,0.0,0.0,0.0,0.0
2676,0,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7
2677,0,Frank Shamrock,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972",4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1
2678,0,Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.17,0.39,2.89,0.59,1.76,0.35,0.77,0.6
2679,0,Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5
2680,0,Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3
2681,0,Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",17.44,0.55,1.54,0.75,0.0,0.0,1.0,0.0
2683,0,Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
2684,0,Bobby Stack,"5' 9""",155 lbs.,--,Orthodox,--,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0
2685,0,Ray Steinbeiss,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2686,0,Johnny Sampaio,"5' 8""",170 lbs.,--,Orthodox,"Sep 11, 1975",1.32,0.4,2.64,0.5,9.89,0.5,0.0,9.9
2689,0,Brian Schwartz,"6' 3""",170 lbs.,--,Orthodox,--,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0
2690,0,Donald Sanchez,"5' 10""",145 lbs.,--,,"Aug 18, 1984",0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0
2691,0,Joby Sanchez,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 24, 1991",3.12,0.34,2.45,0.64,1.18,0.83,0.38,0.5
2692,0,Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
2693,0,Boston Salmon,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.07,0.35,7.33,0.62,0.0,0.0,1.0,0.0
2695,0,Fabiano Scherner,"6' 3""",257 lbs.,--,Orthodox,"Jun 30, 1972",1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0
2697,0,Kerry Schall,"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0
2698,0,Ryuta Sakurai,"5' 7""",183 lbs.,--,Orthodox,--,1.8,0.48,3.44,0.58,0.52,1.0,0.36,1.6
2699,0,Josh Shockman,"6' 4""",235 lbs.,--,Southpaw,"Dec 29, 1980",0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0
2700,0,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.42,0.45,2.29,0.63,3.19,0.41,0.58,1.8
2701,0,Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
2703,0,John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
2704,0,Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
2707,0,Sam Spengler,"5' 11""",185 lbs.,--,Orthodox,--,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8
2708,0,Jeimeson Saudino,"5' 6""",135 lbs.,--,,"Mar 05, 1991",0.66,0.3,0.82,0.84,2.47,0.5,0.0,2.5
2709,0,Lumumba Sayers,"6' 0""",185 lbs.,--,,"Jun 30, 1978",2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5
2710,0,Dan Stittgen,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0
2711,0,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
2713,0,Kazushi Sakuraba,"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969",1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7
2714,0,Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0
2715,0,Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981",1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2
2716,0,Walter Smith-Cotito,"5' 8""",135 lbs.,--,,--,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0
2719,0,Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0
2720,0,Eric Schambari,"5' 11""",185 lbs.,--,Orthodox,"Apr 22, 1978",1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0
2722,0,Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",3.9,0.5,1.43,0.68,2.25,0.39,0.58,0.8
2723,0,Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4
2725,0,Greg Scott,"5' 9""",145 lbs.,--,,--,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0
2728,0,Scott Shaffer,"5' 7""",145 lbs.,--,Orthodox,--,2.4,0.67,0.53,0.5,0.0,0.0,0.72,3.0
2729,0,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4
2730,0,Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
2732,0,Yuya Shirai,"5' 8""",168 lbs.,--,Orthodox,"Apr 02, 1980",1.02,1.0,4.07,0.55,0.0,0.0,0.0,0.0
2733,0,Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.1,0.63,1.87,0.62,0.55,0.77,0.69,0.9
2734,0,Kestutis Smirnovas,"5' 10""",200 lbs.,--,Orthodox,--,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6
2735,0,Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0
2736,0,Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
2737,0,Wagner Silva,"6' 0""",170 lbs.,"71""",Orthodox,"Feb 07, 1987",1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0
2738,0,Nick Serra,"5' 9""",170 lbs.,--,Orthodox,"Mar 27, 1978",0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0
2739,0,Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
2740,0,Bob Sapp,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,0.55,1.88,0.49,0.58,1.0,0.72,0.0
2741,0,Masanori Suda,"5' 9""",183 lbs.,--,Orthodox,--,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0
2743,0,Tony Sylvester,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978",0.0,0.0,10.12,0.12,0.0,0.0,0.0,0.0
2744,0,Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0
2745,0,John Teixeira,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7
2746,0,Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4
2747,0,Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.21,0.54,2.06,0.68,2.49,0.76,0.71,0.0
2748,0,Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",5.21,0.55,2.92,0.58,0.0,0.0,1.0,0.0
2752,0,Ewerton Teixeira,"6' 1""",242 lbs.,--,,"Feb 13, 1982",2.0,0.39,3.22,0.35,0.0,0.0,0.33,0.0
2753,0,Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0
2754,0,Akihito Tanaka,--,--,--,Southpaw,--,0.19,0.5,2.05,0.38,5.59,0.66,0.0,0.0
2755,0,Jason Thacker,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0
2756,0,Anatoly Tokov,"5' 10""",185 lbs.,--,,"Feb 17, 1990",3.51,0.72,0.54,0.66,2.03,1.0,1.0,0.0
2757,0,Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",7.33,0.37,4.07,0.64,0.0,0.0,0.0,0.0
2758,0,Yoshihiro Takayama,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",3.4,0.54,5.69,0.29,0.67,0.33,0.55,0.0
2762,0,Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
2763,0,Josh Thornburg,"6' 0""",170 lbs.,--,,"May 24, 1984",1.2,0.5,3.13,0.38,2.0,0.66,0.42,2.0
2764,0,Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0
2765,0,Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4
